<,IssueID,URL,Title,Status,CreatedAt,BugType ,StackLayer,,CTClass,subtype,reason Bug,reason Stack,reason Class
NVIDIA/cuda-quantum,258,https://github.com/NVIDIA/cuda-quantum/issues/258,Driver wrongly reporting argument as ignored,closed,2023-06-14T08:59:36Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,C,,"The nvq++ driver incorrectly reports --quantinuum-url as ""ignored,"" even though the argument is actually used by the target configuration script page. Faulty user-facing logic/error message. ","This affects the CLI/driver layer (nvq++) as part of the high-level API, not the backend itself or the build environment. ",Whether a specific CLI argument is actually used internally or whether the warning is correctly formulated is purely a question of implementation in the tool; this has no relation to the user kernel and cannot be detected by type/IR analysis. 
NVIDIA/cuda-quantum,252,https://github.com/NVIDIA/cuda-quantum/issues/252,A job should not be posted if we failed JIT compilation ,closed,2023-06-13T15:38:36Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,"Despite a JIT error (""could not trace offset value""), a job is still sent to the Quantinuum backend mock. Error handling/integration problem between JIT and job submission. ","It involves transferring ""JIT successful/failed"" to the remote backend client and its job submission, i.e., the integration between compiler runtime and remote service. ","Whether the JIT error is correctly intercepted and a job is suppressed depends solely on the implementation of the runtime/submission logic; the user kernel is syntactically/semantically correct, so there is no meaningful compile-time prevention. "
NVIDIA/cuda-quantum,251,https://github.com/NVIDIA/cuda-quantum/issues/251,Lowering single qubit allocations to base profile,closed,2023-06-13T15:29:39Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,"The base profile lowering pipeline aborts with a kernel with single qubit allocation with ""could not trace offset value"" - this is an error in the interaction between CUDA-Q lowering and base profile/QIR, not in the user code. ","This affects the integration of high-level IR (MLIR/Quake) with the base profile/Quantinuum lowering layer, i.e., the compiler/framework integration layer. ","Whether the lowering code can handle certain IR patterns (single-qubit allocation, certain layouts) correctly is a question of pass implementation; this cannot be reliably determined by additional type or contract checks on the user kernel. "
NVIDIA/cuda-quantum,250,https://github.com/NVIDIA/cuda-quantum/issues/250,Free function kernel compilation in MLIR compilation mode,closed,2023-06-13T15:24:32Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,"The ""multiple definition of super"" error occurs because the toolchain incorrectly links the same kernel symbol name from different artifacts. Atoolchain bug, not a pure config fail. ","It's about the integration between the nvq++ front end, generated QIR/object code, and the linker for the Quantinuum target. In other words, the framework/toolchain integration layer. ",Not reasonably avoidable at compile time 
NVIDIA/cuda-quantum,179,https://github.com/NVIDIA/cuda-quantum/issues/179,Fix bugs in lowering to base profile [was: Counted loops from the ASTBridge],closed,2023-05-19T14:24:45Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,B ,B ,B2,"The compiler does not recognize template-based loops with a constant bound (N - 1) as ""counted loops""- This is a gap in the high-level compiler logic/loop detection, not an environment or backend problem. ","This affects the CUDA-Q front end (AST bridge/early MLIR passes), which should correctly map C++ template semantics in Quantum loops-i.e., the high-level API/compiler logic layer. ","With appropriate static analysis (constant folding for template parameters, loop/control flow analysis), such loops can be recognized as “counted” at compile time; this is not trivial (not a simple type check), but theoretically feasible. "
NVIDIA/cuda-quantum,177,https://github.com/NVIDIA/cuda-quantum/issues/177,CI error after merge ,closed,2023-05-18T11:30:53Z,Build-/Install-/Packaging-Bug,Build/Deploy/Environment ,C,C,,"The problem occurs when building the Docker/Dev environment (missing/incorrect base_image/build args, cache behavior), so it is a build or packaging error. ","This concerns Docker builds and image configuration, i.e., deployment/environment issues, and not the running CUDA-Q or backend logic. ",Whether a Docker build arg is set and which base images are available cannot be checked by analyzing the CUDA-Q user code; this is purely a build/CI setup. 
NVIDIA/cuda-quantum,174,https://github.com/NVIDIA/cuda-quantum/issues/174,Bug in QuakeObserveAnsatz Pass for GCC 11.3,closed,2023-05-17T19:33:52Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,"The crash occurs in the observe approach/compiler pass itself (e.g., null context during reification), i.e., in the internal integration of the analysis/transformation pipeline, not due to incorrect use of the API by the user. ","This affects the interaction between the CUDA-Q front end, MLIR passes, and internal observe/approach handling-in other words, the compiler/framework integration layer, not the backend or build environment. ","The problem is an implementation/null check error in the pass itself; static analysis of the user kernel does not help here, so there is no meaningful compile-time protection via types/contracts C. "
NVIDIA/cuda-quantum,149,https://github.com/NVIDIA/cuda-quantum/issues/149,Fix Compiler Warning in QubitQIRExecutionManager,closed,2023-05-10T12:38:35Z,Build-/Install-/Packaging-Bug,Build/Deploy/Environment ,A,A,,"The reported defect manifests itself as a compiler warning (-Woverloaded-virtual) during compilation. The build process is ""unclean,"" even though the program runs, indicating a build/code quality issue. ","The effect occurs when translating the runtime classes (BasicExecutionManager vs. QIRExecutionManager) and therefore belongs to the build/toolchain layer, not to the actual runtime or API layer. ","The compiler already recognizes the problem today (warning with exact source location); with appropriate warning policies or CI rules, this error could be strictly prevented at compile time. "
NVIDIA/cuda-quantum,83,https://github.com/NVIDIA/cuda-quantum/issues/83,Build issues with cuQuantum SDK v23.03 installed via Ubuntu apt-get,closed,2023-04-13T03:20:17Z,Build-/Install-/Packaging-Bug,Build/Deploy/Environment ,B ,B ,B1,"When installing cuquantum via apt-get (e.g., sudo apt-get -y install cuquantum) as described here, with the latest cuQuantum SDK v23.03, the install location is different from the previous version: ",This is a build / deployment integration problem between CUDA-Q CMake scripts and the cuQuantum SDK packaging ,"Eine CMake-Prüfung während der Konfiguration mit find_library über Standard-Systembibliotheksverzeichnisse (wie im Ticket vorgeschlagen) könnte das neue cuQuantum-Layout zuverlässig erkennen und mit einem Hinweis schnell fehlschlagen, wodurch dies zu einer Umgebung wird. "
NVIDIA/cuda-quantum,69,https://github.com/NVIDIA/cuda-quantum/issues/69,Bug with getting expected value from observe_result with no shots provided,closed,2023-04-05T14:30:21Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,C,,The interaction between cudaq.observe(...) + result.expectation_z(cudaq.spin.z(1)) only responds correctly if shots_count is explicitly set; the default semantics are inconsistent with user expectations and the API documentation ? high-level logic bug. ,"The error lies in the result processing and statistics logic of the Python API, not in a specific backend or the build environment. ",Whether default parameters and evaluation methods deliver the “correct” physical quantity depends on the specific implementation of the statistics and sampling logic—this cannot be prevented in a meaningful way by static analysis of the user kernel. 
NVIDIA/cuda-quantum,64,https://github.com/NVIDIA/cuda-quantum/issues/64,Seg fault after printing the circuit in python ,closed,2023-04-04T20:47:21Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,C,,"A semantically legal pattern (x-gate, print(circuit), followed by another gate) leads to a segfault. This is an error in the internal representation/mutation logic of the high-level circuit API, not just ""slowness"" or numerics. ",This affects the Python kernel representation of CUDA-Q and its print implementation; the problem arises before any simulator/backend is addressed. ,The fact that print confuses internal pointers/state to such an extent that the next gate call crashes is an implementation error in the API; additional static checks on the user code cannot prevent this runtime state corruption bug. 
NVIDIA/cuda-quantum,49,https://github.com/NVIDIA/cuda-quantum/issues/49,ExecutionManager Needs Updates for Handling Qudits,closed,2023-04-03T14:24:12Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,C,,"The issue requires refactoring the ExecutionManager and associated API so that they correctly support qudits (more than 2 levels); currently, the interface is designed specifically for qubits. This is an API or design issue. ","It concerns the abstract ExecutionManager API and its signatures (QuditInfo, returnQudit, etc.), i.e., precisely the high-level framework/language specification layer. ","Whether the API design is qudit-capable depends on the chosen interface; an analysis of the user code cannot “force” the library to implement a different, more general interface. It is not a CT avoidability case in the sense of your decision tree. "
NVIDIA/cuda-quantum,28,https://github.com/NVIDIA/cuda-quantum/issues/28,Incorrect list of QPUs returned from query of runtime,closed,2023-03-24T12:54:49Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,C,,"cudaq.list_qpus() lists 'custatevec', although the correct name according to the rest of the stack is cuquantum – this is an incorrect entry in a user-facing API. ","The function is part of the high-level frontend and its static backend registry; the error lies in this API list, not in the lower backend layer. ","Even if you can build internal tests/checks, this is not a problem in terms of your CT concept that can be intercepted by additional analysis of the user kernel. It is a hard implementation/constant error in the framework. "
NVIDIA/cuda-quantum,27,https://github.com/NVIDIA/cuda-quantum/issues/27,RuntimeError for MGMN backend,closed,2023-03-24T10:38:09Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,C,,"The documentation refers to a backend name cuquantum_mgmn, which cudaq.set_qpu('cuquantum_mgmn') then rejects as ""Invalid qpu name"". Inconsistent high-level API/documentation behavior, not a backend or build issue. ",This affects the QPU selection API and its registry of valid backend strings; this takes place entirely in the high-level framework. ,"The error is an internal data/documentation bug in the framework; an analysis of the user code (e.g., string literals) is not sufficient to ensure at compile time that documentation, registry, and implementation are kept consistent. This is ultimately a matter of maintenance/implementation discipline, not CT analysis. "
NVIDIA/cuda-quantum,3,https://github.com/NVIDIA/cuda-quantum/issues/3,Fix bug with mid-circuit measurement to a named register,closed,2023-03-20T19:15:47Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,C,,"The user calls kernel.mz(qreg, register_name=""test_measurement"") and expects measure_counts.register_names() to contain this name; however, the feature has not (yet) been implemented in CircuitSimulator - the API contract is broken. ","The problem lies in the behavior of the high-level simulator and the sampling result API (register name handling), not in backend libraries or build/environment issues. ",Whether a keyword argument such as register_name is actually supported and correctly transferred to the result object is a matter of internal implementation and testing; this cannot be guaranteed by additional compile-time analysis of the user code. 
